Comments,sentiment
ডেলিভারিতে কোন সমস্যা হয়নি।।,Positive
ডেলিভারী দিতে ৫ দিন বেশি সময় লেগেছে বলে একটু খারাপ লেগেছে।,Negative
ডেলিভারী নিয়ে আমি সন্তুষ্ট।,Positive
ডেলিভারী ম্যান ও ছিল অনেক ভাল।,Positive
ডেলিভারী সিস্টেম অনেক সন্তুষ্টি জনক,Positive
ডোর আটকানো যায়না।,Negative
ড্রেসটা কিন্তু সুন্দর,Positive
ঢাকনার এক অংশ ভাঙা ছিলো।,Negative
ঢাকার বাহিরে সেবাটি বন্ধ আছে।,Negative
তবে অভারঅল কেসিং পছন্দ হয়েছে।,Positive
তবে এতটুকু বলতেই পারি সন্তোষজনক 💥👍🏼✨,Positive
তবে ডিজাইনটা খুব বেশি ভাল লাগেনি।।,Negative
তবে দাম অনুযাইয়ী অনেক ভাল ।,Positive
তবে দাম অনুসারে খারাপ না।,Positive
তবে প্রোডাক্টভালি ছিলো,Positive
তাই নিশ্চিন্তে ব্যবহারও করতে পারছি,Positive
তাই বলে এতটা খারাপ হবে ভাবিনি।,Negative
তাও প্রোডাক্ট খারাপ না..,Positive
তাদের চমৎকার ও সক্রিয় সেবার জন্য সঙ্গে খুব সন্তুষ্ট,Positive
তাদের সব পন্যই দুই নাম্বার।,Negative
তার প্রায় সবটাই ভূয়া।,Negative
তার শব্দ এর মান ভাল।,Positive
"তার সম্পূর্ণরূপে জলরোধী, নিখুঁত পণ্য।",Positive
তারা আমাকে এই পণ্যের পরিবর্তে ভুল পণ্য পাঠিয়েছে। খারাপ সেবা,Negative
তারা আমাকে জেনুইন পণ্য দেয়।,Positive
তারা আমাকে ভিন্ন পণ্য পাঠিয়েছে।,Negative
তারা আমার সমস্যাটি দ্রুত সমাধান করেছেন,Negative
"তারা ছয় মাসের জন্য ওয়্যারেন্টি প্রদান করে,",Positive
তারা তাদের পরিষেবা পরিষ্কার করে না,Positive
তারা ভাল সরবরাহকারীর কাছ থেকে এই ধরণের পণ্য গ্রহণ করেছিল যাকে আপনি সত্যিই বিশ্বাস করতে পারেন!,Positive
তারা সর্বোত্তম সেবা দিচ্ছে,Positive
তারের কোয়ালিটি অত্যন্ত নিম্ন।,Negative
তিন দিনের ভিতরে ডেলিভারি দিয়েছে,Positive
তিনি সুন্দর এবং সম্মানিত টাইমলাইন তবে ভেক্টরাইজেশন অসম্পূর্ণ প্রেরণ করেছেন এবং কাজ সম্পূর্ণ করার জন্য আরও অর্থ চেয়েছিলেন যাতে এত সন্তুষ্ট না হয়,Negative
